400.3225806451613, 82.36124829252917
419.35483870967744, 90.88925081433226
439.0322580645161, 95.24766207838606
459.35483870967744, 97.5211726384365
480, 98.58936639697384
498.70967741935476, 99.03929809814018
519.3548387096773, 99.48859934853421
539.6774193548387, 99.80771251444783
559.3548387096773, 99.89902280130293
579.3548387096773, 99.76221498371336
600, 100.0160764946937
620, 99.78154880739729
639.3548387096773, 99.67752442996743
660, 99.5730797520227
679.9999999999999, 99.46884522433541
700, 99.39718398655039
